--Loading Data mm-dd-yyyy.txt
USE [TestDB2];
GO

ALTER TABLE Employee NOCHECK CONSTRAINT ALL;

-- Add Department data
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D22', 22, N'Sales', N'quad gravis et egreddior fecundio, et parte quis plorum et apparens trepicandor parte Sed Versus plurissimum regit,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D28', 63, N'Marketing', N'non quo rarendum cognitio, si manifestum si homo, eudis et habitatio fecundio, manifestum eggredior. quad dolorum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D44', 23, N'Human Resources', N'essit. vobis non egreddior glavans vantis. et funem. fecit. transit. bono Quad quoque et funem. et ut pars volcans quo, in quoque gravis')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D53', 48, N'Customer Service', N'quantare fecit. linguens Sed Longam, estis estis volcans funem. estum. imaginator rarendum volcans travissimantor apparens')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D56', 34, N'IT', N'quo plurissimum volcans gravis e funem. in glavans ut quad plorum travissimantor estum. e gravis quo,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D57', 40, N'Operational', N'et e funem. et delerium. egreddior pars et quad et quantare apparens gravum apparens quad dolorum quantare non')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D6 ', 38, N'Administrative', N'quartu quad ut quad pars fecit. quantare quo, vobis trepicandor nomen non esset Id in quis plurissimum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D75', 49, N'Production', N'quad egreddior manifestum Sed et venit. vobis nomen travissimantor quartu Sed egreddior transit. quad nomen quad')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D89', 29, N'Social', N'et travissimantor quo apparens plorum fecit, ut non Longam, et funem. plurissimum travissimantor quo')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D96', 55, N'TOP SECRET', N'novum nomen Versus Longam, non pladior travissimantor transit. quad dolorum dolorum egreddior in quis quad')
GO

-- Add Employee data
SET IDENTITY_INSERT [dbo].[Employee] ON 
GO
INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (1, N'D75', N'Angie', N'Fuller','06-17-2010', N'Q06SSYOAPDT0T9NEZJQJAWIJDM9RS2H2SYCENK8GLUPFZFKO8YHG4',0,'06-07-2015','07-13-2010')
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (60, N'3205514102', N'2970621798', N'29 West Oak Boulevard', N'Stockton', N'Texas', N'USA', N'wmgozwi095@gwpgfw.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (61, N'2006918083', N'0629732241', N'25 Second Boulevard', N'Long Beach', N'Connecticut', N'USA', N'twfonfq.dnynbqs@lwwz-q.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (62, N'3754878687', N'7158076754', N'274 Oak St.', N'Norfolk', N'New York', N'USA', N'regw2@jikibm.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (63, N'4328544665', N'3270649485', N'278 Nobel Parkway', N'Boston', N'Alaska', N'USA', N'vzaufg.vkdjt@gsolnp.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (64, N'0171112335', N'0066269191', N'16 Hague Blvd.', N'Newark', N'South Carolina', N'USA', N'rwif033@drf-ly.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (65, N'1413184871', N'8069713128', N'806 Green Milton Blvd.', N'Milwaukee', N'Missouri', N'USA', N'hfciaove.auzubiy@npt-tv.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (66, N'2931927604', N'8606739746', N'91 White Clarendon Avenue', N'Seattle', NULL, N'USA', N'wasco76@hqnzkw.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (67, N'6549823001', N'2741817385', N'448 Old Freeway', N'San Antonio', N'Hawaii', N'USA', N'kjpxc.wmof@qxydylm.maitjo.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (68, N'4792939274', N'1418314931', N'999 White Nobel Parkway', N'Houston', N'New Hampshire', N'USA', N'qidk@cpnrhaem.aqtoum.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (69, N'4237085273', N'2723174359', N'48 Rocky Nobel Way', N'Hialeah', N'Massachusetts', N'USA', N'bxig9@vfbyjr.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (70, N'9899275532', N'4602126943', N'828 New Way', N'Lubbock', N'Montana', N'USA', N'bixvi@iyqkvv.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (71, N'1053773989', NULL, N'88 Green Cowley Parkway', N'Norfolk', N'Arizona', N'USA', N'bbzayx.leykgrydx@nbskki.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (72, N'0245229490', N'1457036398', N'503 Second Way', N'Stockton', NULL, N'USA', N'bwlakjm6@kjqxhy.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (73, N'4637019827', NULL, N'18 White Old St.', N'Norfolk', N'Iowa', N'USA', N'rzmncre65@olg-do.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (74, N'0529192446', N'7760579444', N'493 First Way', N'Omaha', N'Nevada', N'USA', N'iinfq.lvcmviqbjx@da-zb-.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (75, N'1006572025', N'2827750236', N'498 South Green Hague Boulevard', N'San Francisco', N'Maine', N'USA', N'xkxd43@hkzazm.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (76, N'7884111603', N'5532114459', N'89 Hague Way', N'Philadelphia', N'Washington', N'USA', N'vaxkxcgw.iikew@ayyciv.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (77, N'8162929138', N'8500138440', N'542 West Green First Way', N'St. Petersburg', N'New Jersey', N'USA', N'kpmsdc.aeuymmu@pt-hoc.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (78, N'7074003181', N'1254200150', N'62 Milton Drive', N'Baltimore', N'North Dakota', N'USA', N'vyooymeq4@sqvwk-.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (79, N'3523077549', N'3244668049', N'19 Second Road', N'Portland', N'Montana', N'USA', N'todb.bgbvm@hdyxas.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (80, N'3236424093', N'1240889978', N'81 Nobel Freeway', N'San Antonio', N'South Carolina', N'USA', N'lzhekxd11@bjknjscj.r-vnkl.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (81, N'0269715750', N'2954418160', N'350 Milton Street', N'Tacoma', N'Maine', N'USA', N'jhmo8@vyapqh.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (82, N'3104386845', N'8372071793', N'438 Clarendon Drive', N'Montgomery', N'Virginia', N'USA', N'gunkszm.igiwmqi@vzqtvo.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (83, N'3974350442', N'7253793720', N'54 West Milton Road', N'Newark', N'Delaware', N'USA', N'weiiasje3@g-pufo.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (84, N'6865881124', N'9841869487', N'96 North Hague St.', N'Buffalo', N'Florida', N'USA', N'jhscwmm.zztochq@ozsiyzye.yayozb.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (85, N'5554294246', N'6181647834', N'303 Fabien Road', N'Garland', N'Massachusetts', N'USA', N'wpgdfx7@ceszq.-opais.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (86, N'1476566998', N'9166521877', N'80 Cowley Boulevard', N'Lubbock', N'Alaska', N'USA', N'ynrok.tplbxe@grfpdcjgc.qznekn.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (87, N'5767547056', N'1707660852', N'74 East Second Road', N'Washington', N'Arizona', N'USA', N'lhkucike2@urmijc.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (88, N'1306217318', N'5529188535', N'18 Green First Road', N'Houston', N'Nevada', N'USA', N'pohpftac.xfvsbrmpx@tuye.wh-vak.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (89, N'6865647182', N'3402145720', N'489 East Green Nobel Avenue', N'Columbus', N'Colorado', N'USA', N'wsdfwokb.kswcpvwu@cwui.oxsasb.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (90, N'8234164274', N'6812029639', N'62 Green Clarendon Drive', N'Atlanta', N'New Hampshire', N'USA', N'uviogt@inmutr.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (91, N'6783528628', N'5931713156', N'488 East Fabien Street', N'Riverside', N'Colorado', N'USA', N'hfuy.uvhq@ahyebf.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (92, N'8161193903', N'4808014919', N'57 Cowley Parkway', N'Newark', N'Georgia', N'USA', N'pbwdfwk.udaw@gsuvjt.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (93, N'9175849749', N'2368755412', N'96 Hague Road', N'Birmingham', N'Rhode Island', N'USA', N'rdwybq5@ifiq.cn-xmm.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (94, N'3906052500', N'5807525409', N'14 Rocky Milton Freeway', N'Dallas', N'Missouri', N'USA', N'gmrlhkxo1@yidpbq.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (95, N'6418846065', N'2709234839', N'287 Milton Blvd.', N'Tulsa', N'California', N'USA', N'lpxc8@yeltro.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (96, N'3333248913', NULL, N'23 South New St.', N'Miami', N'North Carolina', N'USA', N'kcnj1@eewgjw.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (97, N'9706622006', NULL, N'317 North White Oak Blvd.', N'Arlington', N'South Carolina', N'USA', N'vxtjfrcv.znpguf@nbofzt.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (98, N'5438457253', N'8023874381', N'12 Nobel St.', N'Nashville', N'Alabama', N'USA', N'nqwho58@lekknp.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (99, NULL, N'5659534825', N'354 First Street', N'Arlington', N'New Hampshire', N'USA', N'duykrmsi.oxzynel@crdzjc.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (100, N'8575908749', N'9969637246', N'71 North Hague Road', N'Austin', N'Kansas', N'USA', N'mdqaqap@dvvzj-.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (101, N'9253236900', N'2253197647', N'35 Green First Drive', N'Anchorage', N'Illinois', N'USA', N'fmsgz.vnzuohrd@jnyxkqpp.ulgrtz.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (102, N'6775428674', N'8632949763', NULL, N'Grand Rapids', N'Maryland', N'USA', N'uvuwrli310@rqt-mi.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (103, N'0637974297', N'1784003145', N'688 White First Drive', N'Norfolk', N'Pennsylvania', N'USA', N'wcqt.oufv@xhlj.bpsihm.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (104, N'3065673287', N'0583148702', N'61 White Nobel Way', N'Baton Rouge', N'Kentucky', N'USA', N'htqytmt.zrgy@pgdgoa.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (105, N'9795851619', N'5234840288', N'347 Rocky Cowley Parkway', N'Fort Wayne', N'Kansas', N'USA', N'fkjktdm.bmndyw@riyitct.dcacf-.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (106, N'1365741286', N'4615989887', N'38 Green Milton Street', N'Riverside', N'New Hampshire', N'USA', N'jlojb54@lcirksyx.qbkgpy.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (107, N'0713599052', N'4939855841', N'18 Oak Way', N'Washington', N'Michigan', N'USA', N'kkjagvtn269@sxhj.lqlhcm.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (108, N'1103515471', N'5043037783', N'586 Second Street', N'Dallas', N'Alaska', N'USA', N'agudlkd1@pecqqguf.sjhoto.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (109, N'0254047874', N'1323543576', N'512 White Second Avenue', N'Mobile', N'New Hampshire', N'USA', N'cxtu0@fnhwatccg.ovqxru.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (110, N'6062196250', N'0267733738', NULL, N'Toledo', N'Arkansas', N'USA', N'wmoswkb.lmcraimah@spelmg.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (111, N'3573364690', N'7421496129', N'533 West Oak Parkway', N'Sacramento', N'Arizona', N'USA', N'labzkgfu.rxuknrq@omewkx.nggaeo.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (112, N'4713369062', N'8655640058', N'570 Green Clarendon Street', N'Charlotte', N'Arkansas', N'USA', N'efjm.uoxmpao@ovjroqhdq.qrymnh.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (113, N'6289087971', N'1936877986', N'61 Rocky Hague Road', N'Madison', N'Pennsylvania', N'USA', N'wghhd792@wfget.vxrhxb.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (114, N'3853616172', N'3650398631', N'113 White New Freeway', N'San Jose', N'West Virginia', N'USA', N'btwajen0@rxlur-.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (115, N'1394137389', N'6444682038', N'96 White Old Blvd.', N'Mobile', N'Vermont', N'USA', N'fllt.mezoifpt@xyxfhnn.jmnykw.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (116, N'9218420847', N'4167753746', N'847 West White Nobel St.', N'Cincinnati', N'New York', N'USA', N'hwep206@dsorxnb.tconry.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (117, N'9151018452', N'1872061340', N'232 Green Oak Boulevard', N'San Diego', N'Ohio', N'USA', N'htotdxl.pvcvrv@dilvvp.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (118, N'6824717959', NULL, N'92 White Fabien Parkway', N'Riverside', N'West Virginia', N'USA', N'zxutilq9@pfghqyhsy.bhaono.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (119, N'3015471267', NULL, N'83 East Second Road', N'St. Petersburg', N'Idaho', N'USA', N'lddjda.jeeacrmkj@edwhsl.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (120, N'8867547353', NULL, N'846 Nobel Freeway', N'Portland', N'Wyoming', N'USA', N'msty15@gbfpmpdnx.juqfol.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (121, N'7502997186', N'1736159766', N'138 Green Nobel Blvd.', N'Chicago', N'Pennsylvania', N'USA', N'pukxgfe2@ydhjc.xosgde.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (122, N'1586588395', N'5526904039', N'25 Nobel Avenue', N'San Diego', N'Washington', N'USA', N'krbn7@jpiuzk.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (123, N'9596587169', N'3118216863', N'97 Second Road', N'Baltimore', N'Colorado', N'USA', N'ykea2@nzriq.iivmkb.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (124, N'7746854852', N'2140064018', N'15 Milton Blvd.', N'Omaha', N'Wyoming', N'USA', N'affwtt@hgujx.dtjpas.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (125, N'9411070481', N'4917918336', N'98 Rocky Hague Parkway', N'Memphis', NULL, N'USA', N'tkzley.awev@nkrpwy.jkzlqi.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (126, N'2874158077', N'4587596802', N'845 Rocky First Parkway', N'Detroit', N'Iowa', N'USA', N'hmhdq76@djeyea.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (127, N'1037436398', N'3240047209', N'95 White Oak Blvd.', N'San Francisco', N'Kansas', N'USA', NULL)
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (128, N'5193505600', N'6128055145', N'551 White First Blvd.', N'Colorado', N'Iowa', N'USA', N'gzymwd.zzznpxet@rkne.avqupe.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (129, N'3603418674', N'5811136849', N'359 New Street', N'Philadelphia', N'South Carolina', N'USA', N'kowks490@tqfpfe.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (130, N'4754745371', N'3273798722', N'28 North Rocky Cowley Avenue', N'Rochester', N'Minnesota', N'USA', N'ijtzcj.fiyenf@snmlil.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (131, N'1743241685', N'9681934500', N'80 Oak Drive', N'Minneapolis', N'Oklahoma', N'USA', N'uvxkpao@-uwhij.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (132, N'4755121278', N'9623857338', N'68 White Hague St.', N'Sacramento', N'Connecticut', N'USA', N'rdpvobh.tzfwsk@mnbeunkq.ndwfca.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (133, N'2592393491', N'7660841707', N'253 Milton Drive', N'Baltimore', N'New Hampshire', N'USA', N'aefziii@rphjr-.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (134, N'5031612788', N'4556768348', N'42 West Rocky New Way', N'Chicago', N'Colorado', N'USA', N'iawq851@pygprfa.cds-yv.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (135, N'5904789833', N'4632492707', N'42 White Cowley Way', N'Pittsburgh', N'Hawaii', N'USA', N'cftf162@avnufd.bvl-qd.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (136, N'4533556238', N'1598233018', N'77 Old St.', N'San Jose', N'Nebraska', N'USA', N'tspzy.ftijvgj@imqzlp.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (137, N'0678087954', N'5262284879', N'334 Hague Parkway', N'New Orleans', N'Wisconsin', N'USA', N'xotvnb.nmmlag@npumw.cs-wrd.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (138, N'2211992501', N'5847416020', N'78 Green Clarendon Freeway', N'Yonkers', N'Florida', N'USA', N'gdibc676@gtwioc.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (139, N'3367717239', N'1586238763', N'64 Second Avenue', N'Santa Ana', N'Tennessee', N'USA', N'mwwx.kaurkk@gjcy.uuvxbs.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (140, N'2496873211', N'8887277501', N'436 East First Road', N'Seattle', N'Utah', N'USA', N'kwrhowrf43@zxagis.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (141, N'3820787588', N'7752370372', N'935 East Second Freeway', N'Jersey', N'Texas', N'USA', N'nhqzmb.tdpp@cjvojqwb.oquuyw.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (142, N'8240757485', N'4680885228', N'58 New St.', N'San Jose', N'New Mexico', N'USA', N'jowikrp5@huyzvu.kuiuql.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (143, N'2401573219', N'9300795509', N'859 West Clarendon Freeway', N'Nashville', N'Alaska', N'USA', N'jrgrcxtf877@tblniusv.dekpat.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (144, N'5159079498', N'2665147050', N'38 Green Second Street', N'Minneapolis', N'Wyoming', N'USA', N'uqgr@ooxwzb.dopsex.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (145, N'3593315347', N'2295213476', N'931 Rocky Oak Parkway', N'Little Rock', N'Alaska', N'USA', N'qwhnxmd999@ojedxuguy.bff-k-.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (146, N'3150341351', N'9271876267', N'577 Green Old Parkway', N'St. Louis', N'Montana', N'USA', N'mkpu31@rybdwea.ob-nzw.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (147, N'8750001277', NULL, NULL, N'Raleigh', N'Arizona', N'USA', N'lrgctfx.rlthutt@caxy.bzelxy.net')
GO
